,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
19971,0.043298918,57,0,0.346465353,10000.0,10,0,2,0,1.0
81155,0.006161027,51,0,0.366015313,8750.0,9,0,1,0,2.0
47813,0.681847504,51,1,0.6140949410000001,10258.0,6,0,2,0,1.0
116069,0.579050273,42,0,0.385247723,4500.0,11,0,0,0,1.0
133352,0.0,32,2,6.471502591,192.0,25,0,0,0,0.0
2361,0.0,69,0,0.284428893,4000.0,9,0,1,0,1.0
115708,0.386160615,75,1,2.886778305,4000.0,18,0,1,0,1.0
55646,0.921078921,25,0,0.010461062,2580.0,1,0,0,0,0.0
90907,0.111494932,45,0,0.382228199,9666.0,12,0,2,0,0.0
90806,0.199554918,33,0,0.12733962599999998,6250.0,8,0,0,0,0.0
38764,0.252743528,45,1,0.119510439,4166.0,9,0,0,0,2.0
2285,0.756949537,39,0,0.7556881759999999,2680.0,6,0,1,0,1.0
143188,0.059574537,71,0,0.226154769,3333.0,23,0,2,0,0.0
66253,0.092181564,49,0,0.18402246,11753.0,5,0,1,0,3.0
733,0.312877738,36,0,0.23072116,8000.0,28,0,0,0,0.0
34002,0.881839898,41,0,0.525756824,10074.0,7,0,2,0,3.0
84607,0.021738403,47,0,0.772166105,2672.0,9,0,2,0,2.0
104530,0.111808753,53,0,0.249089351,9333.0,4,0,2,0,0.0
123552,0.132826436,51,0,0.898139947,2257.0,14,0,1,0,1.0
46367,0.356688548,34,0,0.447883013,5880.0,8,0,2,0,1.0
116453,0.425127674,46,1,0.8146016359999999,3300.0,9,0,1,0,1.0
130666,0.216769912,35,0,0.337066293,10000.0,15,0,2,0,3.0
26840,0.9999999,34,0,0.33573880100000003,11362.0,3,0,2,0,1.0
121046,0.325293705,44,0,0.26303703,10450.0,19,0,3,0,3.0
29154,0.411024653,29,2,0.26279457300000003,4200.0,12,0,0,0,0.0
360,0.143427862,67,0,0.119463561,5666.0,9,0,0,0,0.0
116088,0.22631554,55,0,0.427343159,10583.0,19,0,4,0,1.0
86432,0.026941588,62,0,0.007332635,10500.0,10,0,0,0,0.0
37117,0.9999999,46,0,4.0887130360000015,2400.0,7,1,0,0,1.0
33793,0.059898855,49,1,0.178117412,7000.0,8,0,1,0,2.0
48529,0.031258149,59,0,0.235516373,7145.0,25,0,2,0,0.0
131352,0.123054461,56,0,0.224706971,6483.0,6,0,1,0,2.0
39343,0.519341378,57,0,0.349297508,9750.0,5,0,2,0,1.0
92405,0.494268992,55,0,0.371036847,2333.0,4,0,0,0,3.0
110140,0.6828780809999999,36,1,0.437164879,5967.0,5,1,1,3,2.0
37837,0.11464309,52,0,0.603210637,6166.0,13,0,2,0,1.0
7700,1.0009230409999998,51,0,0.243046719,5500.0,5,0,0,0,0.0
103580,0.68507686,44,2,0.322989885,5832.0,6,0,1,0,2.0
120899,0.028598856,47,0,0.170752762,11583.0,5,0,1,0,0.0
1999,0.11397067,35,0,0.667821846,7790.0,16,0,7,0,0.0
44779,0.419749096,58,0,0.441023591,2500.0,4,0,0,0,2.0
112807,0.0,71,0,0.061652522,10250.0,13,0,1,0,0.0
123109,0.986455777,52,0,0.054079039,8653.0,4,0,0,0,1.0
76191,0.0,46,0,0.218755769,5416.0,3,0,1,0,0.0
21762,0.127557458,51,0,0.278553066,16337.0,11,0,5,0,2.0
88950,0.056642707,55,0,0.017205301,4300.0,6,0,0,0,2.0
148364,0.424660959,47,0,0.172503921,3825.0,4,0,0,1,0.0
70611,0.9999999,37,1,0.03508453,5500.0,2,0,0,0,0.0
110604,0.001582631,97,0,0.001998668,1500.0,15,0,0,1,0.0
126948,0.019566014,41,0,0.245473154,6350.0,5,0,1,0,3.0
137119,0.317872851,43,2,0.068122917,2700.0,3,1,0,0,6.0
32837,0.017416033,44,0,0.31927710800000003,4813.0,11,0,1,0,1.0
74271,0.887795588,48,0,0.457357076,3200.0,6,0,0,0,2.0
91134,1.019442284,42,3,0.905364878,3000.0,9,0,2,1,0.0
88345,0.0015998929999999998,62,0,0.0,2600.0,1,0,0,0,0.0
24259,1.77476677,33,0,0.110624635,3425.0,5,0,0,0,2.0
55016,0.0,36,0,0.158388004,3200.0,2,0,0,0,2.0
72719,0.9999999,41,0,0.194800301,7961.0,2,2,0,4,0.0
2085,0.397512092,52,0,0.179539773,15600.0,16,0,2,0,4.0
85243,0.032053108,68,0,0.006416132,12000.0,11,0,0,0,1.0
116974,0.478855155,63,0,0.664978003,7500.0,22,0,2,0,0.0
29459,0.5290743929999999,56,0,0.394658754,4380.0,10,0,2,0,0.0
99379,0.95560222,58,1,0.477831231,7690.0,6,0,1,0,0.0
59415,0.495581237,66,0,0.330313071,14788.0,15,0,2,0,1.0
146527,0.9999999,24,0,0.194680851,1879.0,1,0,0,0,1.0
126093,0.054573405,42,1,0.705658868,5000.0,8,1,4,0,2.0
1360,0.00712519,67,1,0.186116269,7000.0,25,0,1,0,0.0
124931,0.12809264199999998,35,0,0.507295174,9800.0,9,0,2,0,0.0
28748,0.9999999,59,0,0.280892978,40000.0,6,0,3,0,0.0
108933,0.021399536,61,0,0.120490129,2937.0,6,0,1,0,0.0
106930,0.447057916,66,0,0.6502159160000001,1620.0,5,0,0,0,0.0
126923,0.586830269,47,0,0.612091861,6400.0,17,0,1,0,2.0
92574,0.017094424,36,0,0.28467153300000003,10000.0,8,0,2,0,2.0
50382,0.14750123,61,0,0.165854181,18666.0,18,0,2,0,1.0
41802,0.718785152,36,1,0.4381036,10250.0,12,0,2,0,2.0
120517,0.006713327,53,0,0.034236805,700.0,2,0,0,0,0.0
142434,0.08932827900000001,41,0,0.34755366,7500.0,13,0,2,0,3.0
142247,0.8772529929999999,29,0,0.146341463,2500.0,3,0,0,0,0.0
135564,0.06253976900000001,54,0,0.264133794,5500.0,10,0,1,0,2.0
45127,0.0,52,1,0.457030756,7900.0,15,0,4,0,0.0
71801,0.29640466600000004,39,1,0.489139693,4695.0,15,0,1,0,0.0
111961,0.000349195,32,0,0.145168157,11744.0,9,0,2,0,2.0
69745,0.9999999,41,1,0.118669854,4600.0,2,2,0,0,3.0
90184,0.925097073,45,0,0.689105918,8600.0,13,0,5,0,1.0
125444,0.062492188,31,0,0.253038454,10037.0,13,0,2,0,2.0
9959,1.063597083,39,1,0.443986036,3150.0,5,0,0,1,0.0
78412,0.183461714,50,0,0.368625708,9000.0,14,0,2,0,2.0
21087,0.013386665,51,0,0.509038554,6250.0,16,0,2,0,0.0
91230,0.407979921,58,0,0.31387808,3083.0,6,0,0,0,1.0
144768,0.190915295,54,0,0.8710102009999999,3038.0,10,0,2,0,1.0
73652,0.0,41,0,0.182991682,22000.0,7,0,2,0,3.0
109648,0.51717738,63,0,0.984029484,2441.0,4,0,1,0,2.0
41911,0.4125900770000001,62,1,0.17329004,14166.0,7,1,1,0,0.0
49195,0.84015984,25,0,0.4734211720000001,2200.0,7,0,0,0,0.0
118254,0.8712297459999999,51,0,0.056773278,62000.0,12,0,2,1,1.0
133143,0.493502166,24,0,0.04894327,898.0,3,0,0,0,0.0
14105,0.246850062,61,0,0.385175857,11116.0,16,0,2,0,0.0
72228,0.877312269,44,1,0.639316951,2400.0,7,2,1,0,2.0
100069,0.048030466,79,0,0.028459623,2810.0,3,0,1,0,0.0
115789,0.064676058,77,0,0.31673665300000003,5000.0,13,0,1,0,1.0
38253,0.00367629,57,0,0.413234776,2840.0,11,0,0,0,0.0
9198,1.054066333,52,1,0.321071473,8100.0,5,0,1,0,0.0
74069,0.763758747,55,0,0.948800738,2167.0,6,0,2,0,0.0
45745,0.015527167,72,0,0.010854817,2210.0,8,0,0,0,0.0
53757,0.118100321,50,0,0.019779987,9453.0,6,0,0,0,0.0
138013,0.190647251,45,0,0.307210031,11483.0,13,0,2,0,0.0
106981,0.14645623,67,0,0.321488062,1800.0,3,0,0,0,0.0
14336,0.21627335600000006,63,0,0.150160347,5300.0,11,0,0,0,0.0
40875,1.258637155,33,0,3.667732907,2500.0,12,0,7,0,0.0
132627,0.4829797320000001,52,1,0.602550845,2900.0,18,0,1,0,2.0
123090,0.509349065,31,0,0.849630074,5000.0,6,0,3,0,0.0
100387,0.009203618,70,0,0.144938577,10500.0,11,0,1,0,0.0
52659,0.626161305,63,0,0.529814942,2917.0,9,0,0,0,0.0
64502,0.0,60,4,0.920748614,4327.0,5,4,3,1,1.0
69302,0.122112403,53,1,0.417145714,4000.0,6,0,1,0,1.0
81722,0.328526594,64,0,0.6812742559999999,6183.0,13,0,2,0,0.0
71414,0.008118279,54,0,0.176202644,9000.0,13,0,1,0,0.0
124194,0.9999999,65,2,0.510247855,4195.0,3,0,1,0,0.0
71374,0.710697039,52,0,1.180754918,3761.0,11,0,2,0,2.0
29978,0.9999999,25,0,0.27842867,1450.0,3,5,0,0,0.0
81081,0.0,65,1,0.5059362629999999,4800.0,12,0,1,0,0.0
116238,1.015126958,41,2,0.523743405,3600.0,4,1,1,1,1.0
14914,1.56261343,38,1,0.29154129100000004,2990.0,5,4,0,0,0.0
97784,0.9999999,48,0,0.445092485,6000.0,8,0,1,0,2.0
66051,0.11375956,68,0,0.5917041479999999,2000.0,10,0,0,0,0.0
80501,0.269170633,71,0,0.616691654,2000.0,7,0,0,0,0.0
12975,0.49261278,59,0,0.273714791,15833.0,13,0,1,0,2.0
136391,0.281356276,81,0,0.365745479,2930.0,8,0,2,0,0.0
15778,0.080222994,65,0,0.206428955,20500.0,10,0,2,0,0.0
15394,0.103777152,67,0,1.206092337,2100.0,8,0,2,0,0.0
141469,0.8773318940000001,45,3,11.82247191,444.0,14,1,2,0,3.0
125115,0.115037969,67,0,0.062081858,10163.0,11,0,1,0,0.0
2043,0.000808265,54,1,0.255594705,10500.0,19,0,1,0,0.0
142970,5.94e-05,46,0,0.486502699,5000.0,6,0,1,0,1.0
7153,0.9999999,58,0,0.0,10000.0,0,0,0,0,1.0
121247,0.7290886390000001,30,0,0.107954545,3167.0,2,0,0,0,0.0
93964,0.9999999,36,0,4.063872255,500.0,2,0,1,0,0.0
59721,0.389877442,39,1,0.104367655,5700.0,5,0,0,0,4.0
83422,0.167746132,64,0,0.234430698,4768.0,10,0,1,0,0.0
122361,0.380490476,68,0,0.7173913040000001,2667.0,13,0,2,0,0.0
137864,0.977845053,44,0,1.058297347,3241.0,7,1,1,1,4.0
101899,0.009782396,53,0,0.575388575,10100.0,19,0,2,0,1.0
112744,0.158442812,25,0,0.190809191,1000.0,6,0,0,0,0.0
306,0.6964116709999999,52,0,0.408871921,11000.0,11,0,1,0,4.0
30897,0.22881928,57,1,0.41262082,9000.0,11,0,2,0,5.0
100165,0.15749606300000002,75,0,0.5657161589999999,3050.0,10,0,1,0,0.0
69097,0.04603269,51,0,0.381924943,7833.0,10,0,1,0,0.0
65390,0.350443926,41,0,0.4679594,6600.0,9,0,1,0,0.0
44484,0.838711333,41,1,0.72868017,7750.0,19,0,2,0,3.0
82235,0.0,67,0,0.121626125,3000.0,3,0,0,0,0.0
148756,0.278715541,46,0,2.564811729,3000.0,13,0,4,0,0.0
97305,0.432469109,39,0,0.418145957,6590.0,7,0,1,0,2.0
146122,0.03086475,81,2,0.056777289,2500.0,13,0,0,0,0.0
18519,0.092068058,78,0,0.212262579,3000.0,16,0,1,0,1.0
85838,0.5771425579999999,66,2,0.092754961,4333.0,12,0,0,0,0.0
24810,0.394061767,68,0,0.156807199,6000.0,8,0,0,0,0.0
76634,0.8901643929999999,37,1,0.100767692,15500.0,3,0,0,0,0.0
37174,0.05101707,41,0,0.225195409,14200.0,19,0,2,0,3.0
142408,0.99110089,32,0,0.4098267,5250.0,3,0,1,0,0.0
13668,1.016997167,37,2,0.126845992,7583.0,5,2,1,2,3.0
20933,0.071226955,54,0,0.187619307,11000.0,15,0,2,0,1.0
96363,0.178501892,54,0,0.251642576,6087.0,8,0,2,0,1.0
69902,0.463281858,28,0,0.039050297000000005,3200.0,4,0,0,0,0.0
15298,0.262481354,71,0,0.586009993,1400.0,13,0,0,0,0.0
78368,0.04894608,85,0,0.00794841,6667.0,4,0,0,0,0.0
71472,0.066891005,51,0,0.609313339,3800.0,18,0,1,0,2.0
22607,0.173291335,63,0,0.292218105,11333.0,5,0,2,0,1.0
111308,0.043165639000000006,69,0,0.180427603,5752.0,6,0,1,0,1.0
19319,0.576481283,43,0,0.4317121920000001,1500.0,7,0,0,0,0.0
118848,0.436807151,60,0,0.285761902,18000.0,11,0,1,0,0.0
84174,0.9999999,28,0,0.072665595,5600.0,2,0,0,0,0.0
95887,0.024305823,40,0,0.310708553,4360.0,6,0,1,0,2.0
33171,0.093928704,55,0,0.073309921,6833.0,21,0,0,0,1.0
7346,0.0,42,0,0.239923418,9923.0,7,0,2,0,0.0
111705,0.08987161199999999,22,0,0.002217295,450.0,1,0,0,0,0.0
59098,0.061493851,72,0,0.312171957,4000.0,4,0,0,0,0.0
44497,0.01621826,49,0,0.26267951300000003,5500.0,11,0,1,0,2.0
54488,0.106299515,30,0,0.064757566,3072.0,3,0,0,0,1.0
11790,0.014564427,43,0,0.30698659100000003,4250.0,13,0,2,0,0.0
134848,0.097831228,51,0,0.36490282,8900.0,6,0,1,0,0.0
64142,0.213961299,46,0,0.260719875,9584.0,5,0,1,0,0.0
120470,0.046703219,48,0,0.544994579,8300.0,10,0,2,0,0.0
49685,0.0,50,1,0.517290049,5667.0,14,0,1,0,1.0
131667,0.111722421,48,0,0.053476746,6600.0,5,0,1,0,2.0
146301,0.000694425,47,2,0.538730635,2000.0,7,0,1,0,1.0
8019,0.0,48,1,0.187521426,5833.0,7,0,0,0,3.0
69661,0.573507526,32,0,0.504943895,9000.0,12,0,3,0,0.0
85367,0.193746942,48,0,0.4275144970000001,5000.0,27,0,1,0,1.0
51659,0.0,46,2,1.234213672,9200.0,22,0,9,0,2.0
118829,0.80182391,59,0,0.537386805,3864.0,6,0,1,0,0.0
136563,0.029321635,44,0,0.540245975,10000.0,11,0,2,0,2.0
126718,0.8760918329999999,55,2,0.608607448,6900.0,30,0,2,0,0.0
62618,0.011441098,47,1,0.004998334,3000.0,8,0,0,0,0.0
126721,0.0,45,0,0.217596801,5500.0,3,0,2,0,0.0
61127,0.316872259,49,0,0.305375838,8500.0,6,0,2,0,2.0
10321,0.9999999,32,1,0.14878649300000002,2842.0,2,0,0,2,1.0
32336,0.425716189,25,1,0.656516443,820.0,3,0,0,1,0.0
19077,0.0,33,0,0.17156286699999998,850.0,2,0,0,0,1.0
57964,0.968406319,29,0,0.10491649,4250.0,3,0,0,0,0.0
94654,0.435402539,43,0,0.017938353,3957.0,6,0,0,0,1.0
37860,0.30655282100000003,39,0,0.538162426,9000.0,5,0,2,0,0.0
128443,0.0,32,0,0.10120783,2400.0,4,0,0,0,1.0
76193,0.013124759,45,0,0.33115584600000003,7500.0,9,0,1,0,1.0
29365,0.000913004,30,1,0.169932027,2500.0,7,0,0,0,0.0
145464,0.055399824,53,0,0.436912617,5000.0,6,0,1,0,1.0
92658,0.562427342,35,0,0.138476921,6000.0,5,0,0,0,2.0
52945,0.9999999,26,1,0.036792641,5000.0,5,0,0,0,0.0
37693,0.68813979,31,3,0.073325186,9000.0,5,0,0,1,0.0
11586,0.003320772,65,0,0.174920598,8500.0,5,0,1,0,1.0
90485,0.16346405,62,0,0.441260745,17449.0,12,0,4,0,1.0
15725,0.237106437,51,0,0.3884607370000001,4800.0,5,0,1,0,2.0
131794,0.513915249,61,1,0.906885567,4080.0,16,0,2,0,2.0
27481,0.096361133,35,0,0.56011659,4116.0,6,0,2,0,0.0
21302,0.076711186,84,0,0.109873157,5833.0,10,0,0,0,0.0
50154,0.0,56,0,0.0,2217.0,3,0,0,0,0.0
79529,0.12824076,48,0,0.24835033,5000.0,8,0,1,0,2.0
122587,0.779688125,32,0,0.108378171,1300.0,5,0,0,0,1.0
23463,0.97060098,44,0,0.371157388,7058.0,7,0,2,0,4.0
51044,0.854286095,29,0,0.077260755,3416.0,4,0,0,0,0.0
17566,0.0,23,0,0.103092784,3200.0,2,0,0,0,0.0
141262,0.005725266,63,0,0.000706589,5660.0,4,0,0,0,0.0
25279,0.912175649,26,0,0.058039433,3600.0,2,0,0,1,0.0
103544,0.35402214600000004,55,1,0.23770164,7500.0,6,0,1,0,0.0
21913,0.409459054,39,1,0.485135491,3800.0,10,0,1,0,0.0
136766,0.199243819,39,0,0.7255451709999999,3209.0,5,0,3,0,2.0
59230,0.041821069,52,0,0.341548477,4300.0,4,0,1,0,3.0
145812,0.9999999,37,0,0.208961474,2387.0,2,0,0,0,0.0
2842,0.0,67,0,0.087630725,2772.0,5,0,0,0,0.0
97786,0.257823178,44,0,0.33212407,5512.0,7,0,1,0,3.0
105540,0.06494105900000001,50,0,0.5571843879999999,16166.0,22,0,3,0,0.0
112043,0.131643929,60,0,0.176091195,20000.0,11,0,2,0,2.0
46904,0.536227045,72,0,0.802991233,9694.0,24,0,4,0,0.0
11843,0.094446126,66,0,0.216727195,18723.0,8,0,3,0,0.0
105325,0.012705202,60,0,0.549139367,3601.0,7,0,2,0,0.0
106443,0.9999999,60,0,0.372321854,6300.0,4,0,2,1,1.0
61900,0.021245307,47,0,0.361856109,2348.0,11,0,1,0,0.0
23291,0.047718091,60,0,0.368666906,5565.0,7,0,2,0,0.0
83649,0.242279935,67,0,0.239410681,3800.0,8,0,0,0,0.0
34164,0.053480059,75,0,0.013597281,5000.0,7,0,0,0,2.0
29388,0.57633599,48,1,0.30304157800000003,10750.0,17,0,1,0,3.0
4536,0.051916832,55,0,0.214370546,6735.0,9,0,1,0,0.0
70028,0.265118967,66,0,0.27072682800000003,4498.0,12,0,0,0,0.0
56265,0.009299677,69,0,0.523463957,6200.0,19,0,2,0,0.0
122372,0.954587102,44,0,0.4573495,4700.0,8,0,0,0,0.0
64039,0.888971264,56,0,0.47635707,8860.0,13,0,3,0,0.0
43898,0.108588637,49,0,0.383736014,12333.0,9,0,2,0,3.0
114920,0.294878611,51,0,0.274451993,7800.0,5,0,2,1,0.0
42453,0.0,37,0,1.009998,5000.0,7,0,3,0,4.0
118070,0.8191808190000001,51,1,0.441925358,8600.0,9,1,3,0,2.0
87418,0.005027037,56,0,0.086040386,3416.0,6,0,0,0,0.0
65174,0.007599831,68,0,0.0015384620000000002,5199.0,6,0,0,0,0.0
49470,0.60432533,37,0,0.495745571,7168.0,8,0,2,0,2.0
94344,0.043994501,52,0,0.001643655,6083.0,4,0,0,0,0.0
26166,0.111980828,70,0,0.050928056,6518.0,5,0,0,0,1.0
51485,0.580076945,58,1,0.369716384,12798.0,12,0,1,0,1.0
96821,0.112120879,42,0,0.230728985,5733.0,8,0,1,0,0.0
62306,0.08982141699999999,40,0,0.141943223,2500.0,11,0,0,0,0.0
106451,0.008195906,75,0,0.071566317,4666.0,10,0,1,0,0.0
94109,0.429356644,63,1,0.268877911,4250.0,10,0,0,0,0.0
90298,0.041485052,53,0,0.524835989,3200.0,6,0,1,0,1.0
34505,0.020121995,59,0,0.002279909,25000.0,8,0,0,0,0.0
113850,0.801846422,66,6,0.449174368,6600.0,12,0,3,0,0.0
114996,0.0,56,0,0.188203753,3729.0,3,0,0,0,0.0
3503,0.028982068,51,0,0.053595712,12500.0,5,0,0,0,1.0
102455,0.9999999,56,0,0.044774225999999986,7883.0,2,1,0,0,1.0
79439,0.004874878,81,0,0.000402414,12424.0,2,0,0,0,1.0
42557,0.3847995420000001,30,0,0.252358823,7100.0,29,0,0,0,0.0
82020,0.0,62,0,0.497583736,6000.0,6,0,2,0,0.0
1030,0.546015655,39,0,0.407318536,5000.0,8,0,1,0,0.0
105186,0.0,52,1,0.452927215,7583.0,11,0,3,0,0.0
51587,0.074127212,56,0,0.231268364,8167.0,10,0,2,0,2.0
62929,0.450736675,49,0,0.502640766,11170.0,19,0,2,0,2.0
17421,0.005121552,75,0,0.05384945,7000.0,10,0,0,0,0.0
89550,0.911196911,32,0,0.441860465,2880.0,6,0,1,0,2.0
47782,0.556789187,39,1,0.501451145,3100.0,5,0,1,0,2.0
117052,0.449131045,57,1,0.16613488,13789.0,10,0,1,0,2.0
109834,0.114888628,38,0,0.260199005,2009.0,7,0,0,0,1.0
137986,0.494367042,75,2,1.304882737,2600.0,4,0,2,0,0.0
120949,1.01059788,31,0,0.6777418409999999,3400.0,6,0,2,0,0.0
14513,0.18011759800000002,79,0,0.398991857,2578.0,6,0,1,0,0.0
132885,0.078990126,23,0,0.06156406,600.0,5,0,0,0,0.0
102351,0.20713904,36,0,0.375453068,8000.0,11,0,2,0,2.0
66877,0.021528145,53,0,0.137805081,6022.0,3,0,1,0,1.0
43750,0.0,52,1,0.0,6009.0,4,0,0,1,2.0
107267,0.31085733,42,0,0.494621417,14408.0,9,0,3,0,3.0
105145,0.029445206,64,0,0.133955348,3000.0,5,0,1,0,0.0
90388,0.08980406699999999,34,0,0.205084262,3500.0,8,0,0,0,0.0
41106,0.669442888,49,0,0.7779260640000001,7492.0,17,0,2,0,2.0
107084,0.10769878,32,0,0.315020963,6916.0,11,0,1,0,1.0
83748,0.076421259,56,0,0.022035562,9166.0,9,0,0,0,5.0
134510,0.7010649390000001,58,0,0.4294094120000001,7500.0,6,0,0,0,0.0
147671,0.065654661,57,2,0.523650899,1500.0,15,0,1,0,0.0
3016,0.444104655,43,0,0.310667301,6308.0,5,0,2,0,2.0
97094,0.7351132440000001,43,3,0.444145357,5200.0,7,1,1,0,1.0
42266,0.9999999,36,0,0.500313283,3191.0,8,0,2,0,0.0
7968,0.004695515999999999,58,0,0.397524072,5088.0,10,0,2,0,0.0
42470,0.835118605,56,0,0.318568646,9752.0,7,0,1,0,1.0
71015,0.247293366,54,0,0.586531008,10319.0,13,0,3,0,1.0
84427,0.30242240000000004,57,0,0.24165513,6500.0,7,0,0,0,3.0
135917,0.030364496,45,0,0.215770935,8800.0,6,0,1,0,4.0
78069,0.569194968,31,0,0.240698557,3950.0,10,0,0,0,0.0
120733,0.8541458540000001,47,0,0.094952524,2000.0,2,0,0,0,1.0
76941,0.115296288,52,0,0.347416559,14650.0,10,0,4,0,3.0
25598,0.923949783,50,1,0.544208256,6491.0,6,0,2,2,0.0
88611,0.228149318,46,0,0.539906103,3833.0,11,0,1,0,0.0
95603,0.15703092400000002,33,0,0.221963006,6000.0,18,0,0,0,0.0
88631,0.9999999,40,0,0.15457960099999998,3460.0,3,0,1,0,2.0
95883,0.525488756,29,0,0.346627566,5114.0,12,0,1,0,1.0
16227,0.154241645,29,0,0.222472755,2660.0,5,0,0,0,0.0
30717,0.208577706,38,0,0.878024395,5000.0,9,0,2,0,0.0
74971,0.321426109,47,0,0.020656858,6728.0,2,0,0,0,3.0
134829,0.743107124,55,0,0.427055703,4900.0,7,2,1,0,3.0
94511,0.9999999,41,2,0.245691006,3190.0,7,0,1,0,0.0
11205,0.328326371,68,0,0.409716758,5083.0,8,0,1,0,0.0
116130,0.109150051,76,0,0.443278361,4001.0,11,0,1,0,1.0
55222,0.966406719,45,0,0.065950463,3350.0,4,0,0,0,1.0
134608,0.324975202,39,1,0.311772316,3864.0,13,1,0,0,2.0
65067,0.014873141,54,0,0.095093882,1650.0,3,0,0,0,2.0
119055,0.026306722,60,0,5.183228743,14500.0,14,0,3,0,1.0
56182,0.482109073,38,0,0.058996895,19000.0,8,0,0,0,0.0
111440,0.863712096,31,0,0.254440314,2420.0,8,0,0,0,0.0
138,0.093962275,55,0,0.112051635,9450.0,6,0,2,0,0.0
24244,0.948107886,47,0,0.303370787,5250.0,8,0,1,0,0.0
70118,0.06665507700000001,40,0,0.469953005,10000.0,20,0,1,0,2.0
21593,0.0,73,0,0.398457584,3500.0,7,0,1,0,0.0
95157,0.658249812,49,1,0.59880015,8000.0,8,0,2,0,0.0
70521,0.363019132,56,0,0.26943181,14730.0,10,0,2,0,3.0
26988,0.462523791,43,0,0.107432507,9000.0,4,0,1,0,3.0
95672,0.143973396,57,0,0.13397767,6000.0,8,0,0,0,0.0
136876,0.273414198,37,0,0.874446508,7000.0,10,0,2,0,0.0
135261,0.13144914,85,0,0.05776892400000001,501.0,4,0,0,0,0.0
135541,0.366713021,64,0,0.309285021,34000.0,22,0,2,0,0.0
124114,0.063013809,54,0,0.228506787,7955.0,8,0,2,0,0.0
136844,0.755376182,60,0,0.242485549,3459.0,6,1,0,1,0.0
94075,0.025849319,41,0,0.013369901000000002,8750.0,9,0,0,0,0.0
67399,0.052977226,62,0,0.344618242,14000.0,16,1,1,0,0.0
5664,0.268726952,34,0,0.357919715,5056.0,5,0,2,0,0.0
73964,0.9999999,27,0,0.749562609,4000.0,5,0,1,0,1.0
111515,0.9999999,29,0,0.0,3750.0,0,0,0,0,0.0
101823,0.46474181,73,0,0.042024833,1046.0,4,0,0,0,0.0
60450,0.168359412,51,0,0.4166420770000001,10166.0,17,0,2,0,1.0
98771,0.054887364,45,0,0.504665423,3750.0,9,0,1,0,2.0
41477,0.084472485,41,0,0.45091623,4583.0,7,0,2,0,0.0
59032,0.9999999,61,0,0.104179861,3157.0,1,0,0,0,0.0
71433,0.725889951,40,0,0.575418031,5800.0,10,0,1,0,0.0
88542,0.660675773,46,0,0.111280415,21000.0,10,0,2,0,3.0
120418,0.00349965,43,0,0.443506277,9000.0,4,0,2,0,2.0
57598,0.335332933,30,0,0.237561317,4280.0,3,0,1,0,0.0
73885,0.013793712,71,0,0.121959347,3000.0,8,0,0,0,1.0
117044,0.012911613,70,0,0.207798498,8257.0,10,0,1,0,0.0
53216,0.8796552440000001,48,0,0.568746471,7083.0,14,0,2,0,0.0
18196,0.175882412,49,0,0.202399747,9500.0,3,0,1,0,0.0
68286,0.08893071400000001,44,0,0.225161425,4800.0,5,0,0,0,1.0
39505,0.021471075,65,0,0.003721425,13166.0,5,0,0,0,1.0
93670,0.676918263,43,0,0.747045512,3976.0,15,0,1,0,0.0
126769,0.958080148,38,0,1.0206383490000002,4166.0,7,0,1,0,0.0
87428,0.407039531,48,0,0.291163689,8283.0,12,0,2,0,0.0
68052,0.032367475,42,0,0.436191008,3580.0,10,0,1,0,0.0
99653,1.01065956,24,0,0.160835049,3400.0,7,0,0,0,0.0
73025,0.327097709,38,0,0.378070058,7450.0,8,0,1,0,2.0
14716,0.06341549,73,0,0.094226443,4000.0,5,0,0,0,1.0
22468,0.001332699,54,0,0.318212053,7516.0,10,0,2,0,1.0
70384,0.9999999,44,0,0.0,3000.0,4,0,0,0,2.0
76945,0.002466584,48,0,0.309957739,7571.0,3,0,1,0,1.0
36443,0.0,59,0,0.272282493,4700.0,15,0,1,0,0.0
53009,0.014992415,66,0,0.136602452,4567.0,10,0,1,0,1.0
52847,0.331030722,47,0,0.156238632,5497.0,6,0,2,0,2.0
59829,0.020246358,64,0,0.27293233100000003,5319.0,18,0,1,0,1.0
105236,0.046664781,54,0,0.276477588,10083.0,8,0,1,0,0.0
42908,0.9999999,61,2,0.00259948,5000.0,2,1,0,0,1.0
75693,0.193161344,45,0,0.408798743,7000.0,9,0,1,0,1.0
396,0.702493864,63,0,0.582162622,4697.0,8,0,2,0,1.0
65780,0.161348243,55,0,0.558057833,11100.0,13,0,3,0,0.0
81003,0.093162735,33,0,0.436013249,3320.0,7,0,1,0,0.0
17611,0.016438811,63,0,0.334842483,5300.0,10,0,2,0,0.0
53880,0.0,45,0,0.324934005,12500.0,9,0,1,0,3.0
1003,0.093632815,68,0,0.306846806,4366.0,6,0,2,0,0.0
95921,1.011022815,24,1,0.481327801,1927.0,12,0,0,0,0.0
43569,0.43954508,49,1,0.30667908,29000.0,22,0,4,0,3.0
76152,0.002123012,51,0,0.276236882,5335.0,7,0,1,0,1.0
